ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,19,Gostwyck Road,Road Bridge,,19,NSW,New England & North West,,-30.695646,151.586117,,Transport for NSW (inferred),,Beam Bridge,1938,,,,,,,63,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33300949,OSM:way/33300949,33300949,,"{""type"":""LineString"",""coordinates"":[[151.5864329,-30.6957335],[151.5858011,-30.6955592]]}"
,,OSM-33434942,Ophir Goldfields Walking Track No. 1,Pedestrian Bridge,,,NSW,Central West & Orana,,-33.174035,149.243071,,Local Council (inferred),,Beam Bridge,,,,,,,,12,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33434942,OSM:way/33434942,33434942,,"{""type"":""LineString"",""coordinates"":[[149.2431144,-33.1739952],[149.2430286,-33.1740743]]}"
,,B56,Oxley Highway,Road Bridge,,B56,NSW,New England & North West,,-31.099799,150.903883,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,24,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33550673,OSM:way/33550673,33550673,,"{""type"":""LineString"",""coordinates"":[[150.9037573,-31.0997785],[150.9040083,-31.0998188]]}"
,,A15,Scott Road,Road Bridge,,A15,NSW,New England & North West,,-31.098772,150.935438,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,78,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33606647,OSM:way/33606647,33606647,,"{""type"":""LineString"",""coordinates"":[[150.9357589,-31.0985518],[150.9351162,-31.0989928]]}"
,,OSM-33726040,Mount Browne Road,Road Bridge,,,NSW,Regional NSW,,-30.275061,153.046093,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33726040,OSM:way/33726040,33726040,,"{""type"":""LineString"",""coordinates"":[[153.0461996,-30.2750522],[153.045986,-30.2750701]]}"
,,OSM-33727283,Glenreagh - Dorrigo Railway Line,Rail Bridge,,,NSW,Regional NSW,,-30.288602,152.760652,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,45,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33727283,OSM:way/33727283,33727283,,"{""type"":""LineString"",""coordinates"":[[152.7606174,-30.2888022],[152.7606861,-30.288402]]}"
,,OSM-33859896,Skywalk,Pedestrian Bridge,,,NSW,Mid North Coast,,-30.363662,152.729471,,Local Council (inferred),,Boardwalk,,,,,,,,68,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/33859896,OSM:way/33859896,33859896,,"{""type"":""LineString"",""coordinates"":[[152.7291278,-30.3637287],[152.7298145,-30.3635954]]}"
,,OSM-34413981,Cooerwull Road,Road Bridge,,,NSW,Central West & Orana,,-33.470046,150.126136,,Local Council (inferred),,Beam Bridge,,,,,,,,28,,,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: load limit 5t (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,5,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34413981,OSM:way/34413981,34413981,,"{""type"":""LineString"",""coordinates"":[[150.1260032,-33.4699841],[150.1262695,-33.4701085]]}"
,,OSM-34414946,Albert Street,Road Bridge,,,NSW,Central West & Orana,,-33.479768,150.148882,,Local Council (inferred),,Beam Bridge,,,,,,,,37,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34414946,OSM:way/34414946,34414946,,"{""type"":""LineString"",""coordinates"":[[150.1489432,-33.4799284],[150.1488207,-33.4796081]]}"
,,OSM-34544614,Valla Beach Road,Road Bridge,,,NSW,Mid North Coast,,-30.590497,153.00111,,Local Council (inferred),,Beam Bridge,,,,,,,,37,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34544614,OSM:way/34544614,34544614,,"{""type"":""LineString"",""coordinates"":[[153.000936,-30.5904227],[153.0012833,-30.5905708]]}"
,,OSM-34554856,Arthur Street,Road Bridge,,,NSW,Sydney Metropolitan,,-33.839209,151.210113,,Local Council (inferred),,Beam Bridge,,,,,,,,17,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34554856,OSM:way/34554856,34554856,,"{""type"":""LineString"",""coordinates"":[[151.2100707,-33.8391629],[151.2100797,-33.8391796],[151.2100881,-33.8391914],[151.2100976,-33.8392021],[151.2101145,-33.8392194],[151.2101415,-33.8392404],[151.2102007,-33.8392706]]}"
,,OSM-34626566,Megalong Road,Road Bridge,,,NSW,Central West & Orana,,-33.732203,150.235366,,Local Council (inferred),,Beam Bridge,,,,,,,,30,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34626566,OSM:way/34626566,34626566,,"{""type"":""LineString"",""coordinates"":[[150.2352103,-33.7321595],[150.2353701,-33.7322045],[150.2355168,-33.7322447]]}"
,,8,Manning River Drive,Road Bridge,,8,NSW,Regional NSW,,-31.918048,152.459561,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,479,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34685085,OSM:way/34685085,34685085,,"{""type"":""LineString"",""coordinates"":[[152.4580995,-31.9162848],[152.4610218,-31.9198111]]}"
,,8,Wynter Street,Road Bridge,,8,NSW,Mid North Coast,,-31.867451,152.376319,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,76,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34733171,OSM:way/34733171,34733171,,"{""type"":""LineString"",""coordinates"":[[152.3763683,-31.8670447],[152.3763033,-31.8675796],[152.3762854,-31.8677274]]}"
,,OSM-34734137,Graham Allen Nature Walk,Pedestrian Bridge,,,NSW,Mid North Coast,,-31.870483,152.380686,,Local Council (inferred),,Boardwalk,,,,,,,,441,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34734137,OSM:way/34734137,34734137,,"{""type"":""LineString"",""coordinates"":[[152.3787659,-31.871265],[152.37889,-31.8709872],[152.378993,-31.870906],[152.379104,-31.8708531],[152.3791956,-31.8708053],[152.3793862,-31.8707569],[152.3795341,-31.8707464],[152.3797998,-31.8707277],[152.3800916,-31.8706913],[152.380332,-31.8706082],[152.3805036,-31.8705353],[152.3805551,-31.8704624],[152.38061,-31.8704549],[152.3807149,-31.8704575],[152.3808607,-31.8704744],[152.3809513,-31.870433],[152.3810497,-31.8703502],[152.3812588,-31.8700533],[152.3815817,-31.8700393],[152.381834,-31.8700688],[152.3820168,-31.8701105],[152.3822525,-31.8701055],[152.38242,-31.8700813],[152.3824478,-31.8701042],[152.3824209,-31.8701618],[152.382255,-31.8703109]]}"
,,OSM-34734183,Regenerators Walk,Pedestrian Bridge,,,NSW,Mid North Coast,,-31.870473,152.378731,,Local Council (inferred),,Boardwalk,,,,,,,,142,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34734183,OSM:way/34734183,34734183,,"{""type"":""LineString"",""coordinates"":[[152.3785626,-31.8699497],[152.3787613,-31.8700979],[152.3788213,-31.8702802],[152.3787784,-31.8704186],[152.3786068,-31.8705134],[152.3786668,-31.8707248],[152.3787613,-31.8708123],[152.37889,-31.8709872]]}"
,,OSM-34734488,Flying Fox Circuit,Pedestrian Bridge,,,NSW,Mid North Coast,,-31.869316,152.381399,,Local Council (inferred),,Boardwalk,,,,,,,,136,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34734488,OSM:way/34734488,34734488,,"{""type"":""LineString"",""coordinates"":[[152.3808697,-31.8696339],[152.3809499,-31.8694565],[152.3810438,-31.8694014],[152.3812022,-31.8693718],[152.3812775,-31.8693469],[152.3813396,-31.8692614],[152.3814231,-31.8692137],[152.3815923,-31.8691353],[152.3816978,-31.8691505],[152.3817398,-31.8692057],[152.3817442,-31.8692786],[152.3819109,-31.869332]]}"
,,OSM-34744304,Manning River Drive,Road Bridge,,,NSW,Mid North Coast,,-31.894369,152.504101,,Local Council (inferred),,Beam Bridge,,,,5.2,,,,110,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: clearance 5.2m (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34744304,OSM:way/34744304,34744304,,"{""type"":""LineString"",""coordinates"":[[152.5046537,-31.8942155],[152.5035493,-31.8945229]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Mid North Coast,,-31.659254,152.732196,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,170,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34744560,OSM:way/34744560,34744560,,"{""type"":""LineString"",""coordinates"":[[152.7318919,-31.6585156],[152.732194,-31.6592968],[152.7325025,-31.6599485]]}"
,,OSM-34746052,Reid Street,Road Bridge,,,NSW,Mid North Coast,,-31.656898,152.80003,,Local Council (inferred),,Beam Bridge,,,,,,,,198,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34746052,OSM:way/34746052,34746052,,"{""type"":""LineString"",""coordinates"":[[152.7990249,-31.6571473],[152.8010344,-31.6566495]]}"
,,OSM-34837952,Smithtown Road,Road Bridge,,,NSW,Mid North Coast,,-31.015943,152.948369,,Local Council (inferred),,Beam Bridge,,,,,,,,343,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34837952,OSM:way/34837952,34837952,,"{""type"":""LineString"",""coordinates"":[[152.9466037,-31.0156455],[152.9501347,-31.0162411]]}"
,,32;34;42,Alma Street,Road Bridge,,32;34;42,NSW,Northern Rivers,,-28.328339,153.39977,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,163,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34848712,OSM:way/34848712,34848712,,"{""type"":""LineString"",""coordinates"":[[153.4005282,-28.3286419],[153.3990127,-28.3280371]]}"
,,34;42,Queensland Road,Road Bridge,,34;42,NSW,Northern Rivers,,-28.314471,153.389489,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,57,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34848718,OSM:way/34848718,34848718,,"{""type"":""LineString"",""coordinates"":[[153.3897025,-28.3146418],[153.3892754,-28.3142993]]}"
,,OSM-34848745,Cane Road,Road Bridge,,,NSW,Northern Rivers,,-28.315231,153.43275,,Local Council (inferred),,Beam Bridge,,,,,,,,122,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34848745,OSM:way/34848745,34848745,,"{""type"":""LineString"",""coordinates"":[[153.4333117,-28.3154689],[153.4321891,-28.314994]]}"
,,14,Giinagay Way,Road Bridge,,14,NSW,Mid North Coast,,-30.742106,152.91879,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,220,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34866019,OSM:way/34866019,34866019,,"{""type"":""LineString"",""coordinates"":[[152.9181332,-30.7429158],[152.919447,-30.7412954]]}"
,,OSM-34867471,Old Coast Road,Road Bridge,,,NSW,Mid North Coast,,-30.638685,152.97756,,Local Council (inferred),,Beam Bridge,,,,,,,,28,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34867471,OSM:way/34867471,34867471,,"{""type"":""LineString"",""coordinates"":[[152.9776786,-30.6386076],[152.9774423,-30.6387633]]}"
,,12,Plummers Lane,Road Bridge,,12,NSW,Mid North Coast,,-30.924751,153.032741,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,265,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876346,OSM:way/34876346,34876346,,"{""type"":""LineString"",""coordinates"":[[153.034053,-30.9243603],[153.0314291,-30.925141]]}"
,,12,South West Rocks Road,Road Bridge,,12,NSW,Mid North Coast,,-30.925186,153.037673,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,54,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876348,OSM:way/34876348,34876348,,"{""type"":""LineString"",""coordinates"":[[153.0379517,-30.9252272],[153.0373935,-30.9251456]]}"
,,OSM-34876351,Boyters Lane,Road Bridge,,,NSW,Mid North Coast,,-30.914892,153.027818,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876351,OSM:way/34876351,34876351,,"{""type"":""LineString"",""coordinates"":[[153.0278838,-30.9148165],[153.0277518,-30.9149675]]}"
,,12,South West Rocks Road,Road Bridge,,12,NSW,Mid North Coast,,-30.916267,153.042026,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,58,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876353,OSM:way/34876353,34876353,,"{""type"":""LineString"",""coordinates"":[[153.0417697,-30.9164048],[153.0422828,-30.9161291]]}"
,,OSM-34876375,Back Creek Footbridge,Pedestrian Bridge,,,NSW,Mid North Coast,,-30.88561,153.03711,,Local Council (inferred),,Beam Bridge,,,,,,,,173,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876375,OSM:way/34876375,34876375,,"{""type"":""LineString"",""coordinates"":[[153.0375992,-30.8861473],[153.0374655,-30.8859945],[153.0368986,-30.8853804],[153.0364774,-30.8849197]]}"
,,OSM-34876376,Back Creek Footbridge,Pedestrian Bridge,,,NSW,Mid North Coast,,-30.885402,153.036788,,Local Council (inferred),,Beam Bridge,,,,,,,,30,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876376,OSM:way/34876376,34876376,,"{""type"":""LineString"",""coordinates"":[[153.0368986,-30.8853804],[153.0367886,-30.8854636],[153.0366755,-30.8853616]]}"
,,OSM-34876381,New Entrance Road,Road Bridge,,,NSW,Mid North Coast,,-30.884273,153.023223,,Local Council (inferred),,Beam Bridge,,,,,,,,10,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34876381,OSM:way/34876381,34876381,,"{""type"":""LineString"",""coordinates"":[[153.023246,-30.884312],[153.0232002,-30.884235]]}"
,,OSM-34939293,Deep Creek Road,Road Bridge,,,NSW,Mid North Coast,,-30.596628,152.986186,,Local Council (inferred),,Beam Bridge,,,,,,,,12,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34939293,OSM:way/34939293,34939293,,"{""type"":""LineString"",""coordinates"":[[152.9862484,-30.5966307],[152.9861234,-30.5966251]]}"
,,OSM-34940709,Lanes Bridge,Road Bridge,,,NSW,Mid North Coast,,-30.640775,152.856288,,Local Council (inferred),,Beam Bridge,2019,,,,,,,94,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34940709,OSM:way/34940709,34940709,,"{""type"":""LineString"",""coordinates"":[[152.8559284,-30.6410624],[152.8566481,-30.6404876]]}"
,,OSM-34941269,Wilson Bridge,Road Bridge,,,NSW,Mid North Coast,,-30.704693,152.911947,,Local Council (inferred),,Beam Bridge,,,,,,,,143,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34941269,OSM:way/34941269,34941269,,"{""type"":""LineString"",""coordinates"":[[152.9114306,-30.7042311],[152.9124637,-30.7051554]]}"
,,OSM-34990754,Little Sandy Bridge,Shared Path Bridge,,,NSW,Sydney Metropolitan,,-34.061293,150.701448,,Local Council (inferred),,Beam Bridge,,,,,,,,42,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34990754,OSM:way/34990754,34990754,,"{""type"":""LineString"",""coordinates"":[[150.7016571,-34.0613692],[150.7012385,-34.0612175]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Mid North Coast,,-30.452474,153.00325,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,23,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34995232,OSM:way/34995232,34995232,,"{""type"":""LineString"",""coordinates"":[[153.0032293,-30.4525739],[153.003271,-30.4523746]]}"
,,OSM-34997542,Bridge Street,Road Bridge,,,NSW,Mid North Coast,,-30.450572,152.898471,,Local Council (inferred),,Beam Bridge,,,,,,,,97,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34997542,OSM:way/34997542,34997542,,"{""type"":""LineString"",""coordinates"":[[152.8983888,-30.4510004],[152.8985529,-30.4501438]]}"
